Name;Group;Item;Comment;Logged;Type;LogDB;MinRaw;MaxRaw;MinEu;MaxEu;OnMsged;OnMsg;offMsged;OffMsg;;AlarmMsg;AlarmLevel;AlarmCase;AlarmConst;DeadBaund;EU;RW
rz165;rz;;Л-21-12 на отпайке в сторону ТП-431;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz166;rz;;Л-21-7 на отпайке в сторону ТП-194;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz167;rz;;Л-23-18 на отпайке в сторону ТП-206;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz168;rz;;Л-5-28;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz169;rz;;перемычка Л-5-28 и Л-5-19;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz170;rz;;Л-5-28;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz171;rz;;Л-5-19;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz172;rz;;Л-5-19 на отпайку в сторону ТП-437;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz1gr;rz;;;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz2gr;rz;;"Л-18П-19 отпайка на ТП-306 СОТ ""Сургубское""";true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz3gr;rz;;;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz4gr;rz;;Л-2П-15 ввод в ТП-22 со стороны ТП-24;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz5gr;rz;;Л-2П-15 ввод в ТП-22 со стороны ТП-1;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz6gr;rz;;на ТП-41 ввод Л-5-17;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz7gr;rz;;на ТП-41 ввод Л-22П-13;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz8gr;rz;;Л-46П-19 отпайка на ТП-278;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz9gr;rz;;Л-18П-9 отпайка на ТП-329;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz10gr;rz;;спайка Л-38П-1 на ТП-50;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz11gr;rz;;Л-46П-20 отпайка на нефтебазу ВЛ;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz12gr;rz;;Л-2П-15 у ВС-14 (ТП-1) в дер.Шуйская Чупа;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz13gr;rz;;Л-82-4 отпайка на ТП-338;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz14gr;rz;;Л-18П-3 отпайка на ТП-147 (Тихий);true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz15gr;rz;;Л-2П-15 у ВС-11 со стороны Кончезера;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
